Title,Author,Publication Title,DOI,Url
The Multifaceted Inhibitory Effects of an Alkylquinolone on the Diatom Phaeodactylum tricornutum,"Dow, Lachlan; Stock, Frederike; Peltekis, Alexandra; Szamosvári, Dávid; Prothiwa, Michaela; Lapointe, Adrien; Böttcher, Thomas; Bailleul, Benjamin; Vyverman, Wim; Kroth, Peter G.; Lepetit, Bernard",ChemBioChem,10.1002/cbic.201900612,https://onlinelibrary.wiley.com/doi/abs/10.1002/cbic.201900612
Quantitative proteomic analysis provides insights into the algicidal mechanism of <i>Halobacillus</i> sp. P1 against the marine diatom <i>Skeletonema costatum</i>,"Zhang, Shufei; Han, Beibei; Wu, Fengxia; Huang, Honghui",Science of The Total Environment,10.1016/j.scitotenv.2020.137048,https://www.sciencedirect.com/science/article/pii/S0048969720305581
Anticyanobacterial process and action mechanism of Streptomyces sp. HJC-D1 on Microcystis aeruginosa,"Kong, Yun; Wang, Qing; Chen, Yijun; Xu, Xiangyang; Zhu, Liang; Yao, Huaming; Pan, Hongzhong",Environmental Progress & Sustainable Energy,10.1002/ep.13392,https://onlinelibrary.wiley.com/doi/abs/10.1002/ep.13392
Effect and mechanism of the algicidal bacterium <i>Sulfitobacter porphyrae</i> ZFX1 on the mitigation of harmful algal blooms caused by <i>Prorocentrum donghaiense</i>,"Zhang, Fuxing; Fan, Yongxiang; Zhang, Danyang; Chen, Shuangshuang; Bai, Xue; Ma, Xiaohong; Xie, Zhong; Xu, Hong",Environmental Pollution,10.1016/j.envpol.2020.114475,https://www.sciencedirect.com/science/article/pii/S0269749119368447
NprR-NprX Quorum-Sensing System Regulates the Algicidal Activity of Bacillus sp. Strain S51107 against Bloom-Forming Cyanobacterium Microcystis aeruginosa,"Wu, Lishuang; Guo, Xingliang; Liu, Xianglong; Yang, Hong",Frontiers in Microbiology,10.3389/fmicb.2017.01968,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2017.01968/full
Physiological response and morphological changes of <i>Heterosigma akashiwo</i> to an algicidal compound prodigiosin,"Zhang, Su; Zheng, Wei; Wang, Hui",Journal of Hazardous Materials,10.1016/j.jhazmat.2019.121530,https://www.sciencedirect.com/science/article/pii/S0304389419314840
Increased algicidal activity of Aeromonas veronii in response to Microcystis aeruginosa: interspecies crosstalk and secondary metabolites synergism,"Weiss, Gad; Kovalerchick, Dimitry; Lieman-Hurwitz, Judy; Murik, Omer; De Philippis, Roberto; Carmeli, Shmuel; Sukenik, Assaf; Kaplan, Aaron",Environmental Microbiology,10.1111/1462-2920.14561,https://onlinelibrary.wiley.com/doi/abs/10.1111/1462-2920.14561
N-Acyl Homoserine Lactone Derived Tetramic Acids Impair Photosynthesis in Phaeodactylum tricornutum,"Stock, Frederike; Syrpas, Michail; Graff van Creveld, Shiri; Backx, Simon; Blommaert, Lander; Dow, Lachlan; Stock, Willem; Ruysbergh, Ewout; Lepetit, Bernard; Bailleul, Benjamin; Sabbe, Koen; De Kimpe, Norbert; Willems, Anne; Kroth, Peter G.; Vardi, Assaf; Vyverman, Wim; Mangelinckx, Sven",ACS Chemical Biology,10.1021/acschembio.8b01101,https://doi.org/10.1021/acschembio.8b01101
"Questiomycins, Algicidal Compounds Produced by the Marine Bacterium Alteromonas sp. D and Their Production Cue","Umetsu, Saki; Kanda, Mamoru; Imai, Ichiro; Sakai, Ryuichi; Fujita, Masaki J.",Molecules,10.3390/molecules24244522,https://www.mdpi.com/1420-3049/24/24/4522
Isolation and Identification of Algicidal Compound from Streptomyces and Algicidal Mechanism to Microcystis aeruginosa,"Luo, Jianfei; Wang, Yuan; Tang, Shuishui; Liang, Jianwen; Lin, Weitie; Luo, Lixin",PLOS ONE,10.1371/journal.pone.0076444,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0076444
The bacterium Pseudomonas protegens antagonizes the microalga using a blend of toxins,"Rose, Magdalena M.; Scheer, Daniel; Hou, Yu; Hotter, Vivien S.; Komor, Anna J.; Aiyar, Prasad; Scherlach, Kirstin; Vergara, Fredd; Yan, Qing; Loper, Joyce E.; Jakob, Torsten; van Dam, Nicole M.; Hertweck, Christian; Mittag, Maria; Sasso, Severin",Environmental Microbiology,10.1111/1462-2920.15700,https://onlinelibrary.wiley.com/doi/abs/10.1111/1462-2920.15700
In Vitro Evaluation of the Antimicrobial Agent AquaFrin as a Bactericide and Selective Algicide for Use in Channel Catfish Aquaculture,"Schrader, Kevin K.; Bommer, Jerry C.; Jori, Giulio",North American Journal of Aquaculture,10.1577/A09-076.1,https://doi.org/10.1577/A09-076.1
Inhibition of Microcystis aeruginosa by the Extracellular Substances from an Aeromonas sp.,"Liu, Yu-Mei; Chen, Ming-Jun; Wang, Meng-Hui; Jia, Rui-Bao; Li, Li",Journal of Microbiology and Biotechnology,10.4014/jmb.1304.04025,https://www.jmb.or.kr/journal/view.html?doi=10.4014/jmb.1304.04025
A marine algicidal Thalassospira and its active substance against the harmful algal bloom species Karenia mikimotoi,"Lu, Xiuhua; Zhou, Bin; Xu, Lili; Liu, Lin; Wang, Gangyuan; Liu, Xiaodong; Tang, Xuexi",Applied Microbiology and Biotechnology,10.1007/s00253-016-7352-8,https://doi.org/10.1007/s00253-016-7352-8
"Combined algicidal effect of urocanic acid, N -acetylhistamine and l -histidine to harmful alga Phaeocystis globosa","Zhuang, Luer; Zhao, Ling; Yin, Pinghe",RSC Advances,10.1039/C8RA00749G,https://pubs.rsc.org/en/content/articlelanding/2018/ra/c8ra00749g
Algicidal metabolites produced by Bacillus sp. strain B1 against Phaeocystis globosa,"Zhao, Ling; Chen, Lina; Yin, Pinghe",Journal of Industrial Microbiology and Biotechnology,10.1007/s10295-013-1393-0,https://doi.org/10.1007/s10295-013-1393-0
The algicidal activity of Aeromonas sp. strain GLY-2107 against bloom-forming Microcystis aeruginosa is regulated by N-acyl homoserine lactone-mediated quorum sensing,"Guo, Xingliang; Liu, Xianglong; Wu, Lishuang; Pan, Jianliang; Yang, Hong",Environmental Microbiology,10.1111/1462-2920.13346,https://onlinelibrary.wiley.com/doi/abs/10.1111/1462-2920.13346
The chemical cue tetrabromopyrrole induces rapid cellular stress and mortality in phytoplankton,"Whalen, Kristen E.; Kirby, Christopher; Nicholson, Russell M.; O’Reilly, Mia; Moore, Bradley S.; Harvey, Elizabeth L.",Scientific Reports,10.1038/s41598-018-33945-3,https://www.nature.com/articles/s41598-018-33945-3
Algicidal Activity of a Dibenzofuran-Degrader Rhodococcus sp.,"Wang, Meng-Hui; Peng, Peng; Liu, Yu-Mei; Jia, Rui-Bao; Li, Li",Journal of Microbiology and Biotechnology,10.4014/jmb.1208.08018,https://www.jmb.or.kr/journal/view.html?doi=10.4014/jmb.1208.08018
"A Bacterial Quorum-Sensing Precursor Induces Mortality in the Marine Coccolithophore, Emiliania huxleyi","Harvey, Elizabeth L.; Deering, Robert W.; Rowley, David C.; El Gamal, Abrahim; Schorn, Michelle; Moore, Bradley S.; Johnson, Matthew D.; Mincer, Tracy J.; Whalen, Kristen E.",Frontiers in Microbiology,10.3389/fmicb.2016.00059,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2016.00059/full
Effects of freshwater bacterial siderophore on <i>Microcystis</i> and <i>Anabaena</i>,"Liu, Zi Zheng; Zhu, Jing Ping; Li, Man; Xue, Qing Qing; Zeng, Yan; Wang, Zong Ping",Biological Control,10.1016/j.biocontrol.2014.07.010,https://www.sciencedirect.com/science/article/pii/S1049964414001492
Lysis of cyanobacteria with volatile organic compounds,"Ozaki, Keiko; Ohta, Akemi; Iwata, Chieko; Horikawa, Aki; Tsuji, Kiyomi; Ito, Emiko; Ikai, Yoshitomo; Harada, Ken-ichi",Chemosphere,10.1016/j.chemosphere.2007.11.052,https://www.sciencedirect.com/science/article/pii/S0045653507014944
Isolation and Characterization of an Algicidal Bacterium Indigenous to Lake Taihu with a Red Pigment able to Lyse Microcystis aeruginosa,"Fei, Yang; Yan, WEI Hai; Qin, LI Xiao; Hui, LI Yun; Bo, LI Xiao; Hong, YIN Li; Pu, PU Yue",Biomedical and Environmental Sciences,10.3967/0895-3988.2013.02.009,https://www.besjournal.com/en/article/doi/10.3967/0895-3988.2013.02.009
Comparison of Partitioning and Efficacy Between Copper Algaecide Formulations: Refining the Critical Burden Concept,"Bishop, West M.; Richardson, Robert J.; Willis, Ben E.","Water, Air, & Soil Pollution",10.1007/s11270-018-3958-z,https://doi.org/10.1007/s11270-018-3958-z
Plant-Derived Products Selectively Suppress Growth of the Harmful Alga Prymnesium parvum,"Mary, Mousumi A.; Tábora-Sarmiento, Shisbeth; Nash, Sarah; Mayer, Gregory D.; Crago, Jordan; Patiño, Reynaldo",Water,10.3390/w16070930,https://www.mdpi.com/2073-4441/16/7/930
Autoinhibitory sterol sulfates mediate programmed cell death in a bloom-forming marine diatom,"Gallo, Carmela; d’Ippolito, Giuliana; Nuzzo, Genoveffa; Sardo, Angela; Fontana, Angelo",Nature Communications,10.1038/s41467-017-01300-1,https://www.nature.com/articles/s41467-017-01300-1
Effects of the herbicide bentazon on growth and photosystem II maximum quantum yield of the marine diatom <i>Skeletonema costatum</i>,"Macedo, R. S.; Lombardi, A. T.; Omachi, C. Y.; Rörig, L. R.",Toxicology in Vitro,10.1016/j.tiv.2007.11.012,https://www.sciencedirect.com/science/article/pii/S0887233307003281
Effects of ethyl 2-methyl acetoacetate (EMA) on the growth of Phaeodactylum tricornutum and Skeletonema costatum,"Yang, Cui Yun; Liu, Su Jing; Ma, Xuan Xuan; Zhou, Jun; Xia, Chuan Hai",Chemistry and Ecology,10.1080/02757540.2012.696618,https://www.tandfonline.com/doi/abs/10.1080/02757540.2012.696618
Isolation and purification of antialgal compounds from the red alga Gracilaria lemaneiformis for activity against common harmful red tide microalgae,"Sun, Ying-ying; Meng, Kun; Su, Zhen-xia; Guo, Gan-lin; Pu, Yin-fang; Wang, Chang-hai",Environmental Science and Pollution Research,10.1007/s11356-016-8256-y,https://doi.org/10.1007/s11356-016-8256-y
Secondary metabolites from the seaweed <i>Gracilaria lemaneiformis</i> and their allelopathic effects on <i>Skeletonema costatum</i>,"Lu, Huiming; Xie, Haihui; Gong, Yingxue; Wang, Qing; Yang, Yufeng",Biochemical Systematics and Ecology,10.1016/j.bse.2011.05.015,https://www.sciencedirect.com/science/article/pii/S0305197811001104
Several natural products isolated from a red alga Gracilaria lemaneiformis and its evaluation of antialgal activity against six common red tide microalgae,"Sun, Ying-ying; Zhou, Jing; Han, Xiu; Zhang, Nai-sheng; Yang, Zi-xuan; Zhang, Xin",Environmental Science and Pollution Research,10.1007/s11356-020-11755-3,https://doi.org/10.1007/s11356-020-11755-3
Effects of Natural Flavonoids on Photosynthetic Activity and Cell Integrity in Microcystis aeruginosa,"Huang, Haomin; Xiao, Xi; Ghadouani, Anas; Wu, Jiaping; Nie, Zeyu; Peng, Cheng; Xu, Xinhua; Shi, Jiyan",Toxins,10.3390/toxins7010066,https://www.mdpi.com/2072-6651/7/1/66
Deleterious effects of free fatty acids and hydrogen peroxide towards the dinoflagellate Gymnodinium catenatum,"Encinas-Yánez, Martín Fernando; Band-Schmidt, Christine Johanna; Zenteno-Savín, Tania; Leyva-Valencia, Ignacio; Fernández Herrera, Leyberth José; Palacios-Mechetnov, Elena",Frontiers in Protistology,10.3389/frpro.2024.1302560,https://www.frontiersin.org/journals/protistology/articles/10.3389/frpro.2024.1302560/full
β-Cyanoalanine Production by Marine Bacteria on Cyanide-Free Medium and Its Specific Inhibitory Activity toward Cyanobacteria,"Yoshikawa, Kazuhiro; Adachi, Kyoko; Nishijima, Miyuki; Takadera, Takahide; Tamaki, Seiji; Harada, Ken-ichi; Mochida, Kenichi; Sano, Hiroshi",Applied and Environmental Microbiology,10.1128/AEM.66.2.718-722.2000,https://journals.asm.org/doi/10.1128/aem.66.2.718-722.2000
